['3', 'Democratic', 'Liberal', 'White', 'Female', 'Catholic', '50000-74999', 'College', '45-64', 'Midwest', 'Approve', 'Obama'], Obama
['556', 'Republican', 'Conservative', 'White', 'Female', 'Other', '50000-74999', 'College', '30-44', 'West', 'Disapprove', 'Obama'], Obama
['557', 'Democratic', 'Liberal', 'White', 'Female', 'Other', '150000+', 'College', '18-29', 'South', 'Disapprove', 'Obama'], Obama
['558', 'Democratic', 'Moderate', 'White', 'Male', 'Protestant', '100000-149999', 'College', '30-44', 'Midwest', 'Disapprove', 'Obama'], Obama
['559', 'Republican', 'Moderate', 'White', 'Female', 'Protestant', '100000-149999', 'College', '30-44', 'Midwest', 'Disapprove', 'Obama'], Obama
['560', 'Independent', 'Moderate', 'Black', 'Male', 'Protestant', '100000-149999', 'College', '30-44', 'West', 'Disapprove', 'Obama'], Obama
['561', 'Republican', 'Conservative', 'Black', 'Female', 'Protestant', '30000-49999', 'H.S. diploma or less', '45-64', 'Midwest', 'Disapprove', 'Obama'], Obama
['562', 'Republican', 'Conservative', 'Black', 'Male', 'Catholic', '30000-49999', 'Post-Grad', '30-44', 'West', 'Disapprove', 'Obama'], Obama
['563', 'Independent', 'Conservative', 'White', 'Male', 'Protestant', '30000-49999', 'H.S. diploma or less', '45-64', 'Northeast', 'Disapprove', 'Obama'], Obama
['564', 'Democratic', 'Liberal', 'White', 'Male', 'Protestant', '30000-49999', 'Post-Grad', '65+', 'Northeast', 'Disapprove', 'Obama'], Obama
['565', 'Republican', 'Conservative', 'White', 'Male', 'Catholic', 'Less than 30000', 'College', '45-64', 'West', 'Disapprove', 'Obama'], Obama
['566', 'Republican', 'Moderate', 'White', 'Female', 'Catholic', 'Less than 30000', 'College', '30-44', 'Northeast', 'Approve', 'Obama'], Obama
['567', 'Democratic', 'Moderate', 'White', 'Male', 'Protestant', '75000-99999', 'H.S. diploma or less', '45-64', 'Northeast', 'Disapprove', 'Obama'], Obama
['568', 'Democratic', 'Moderate', 'White', 'Female', 'Protestant', '30000-49999', 'College', '30-44', 'South', 'Approve', 'Obama'], Obama
['569', 'Republican', 'Moderate', 'Black', 'Female', 'Protestant', '100000-149999', 'H.S. diploma or less', '30-44', 'Northeast', 'Approve', 'Obama'], Obama
['570', 'Independent', 'Moderate', 'White', 'Female', 'Protestant', '75000-99999', 'College', '30-44', 'South', 'Disapprove', 'Obama'], Obama
['571', 'Independent', 'Conservative', 'White', 'Female', 'Protestant', '75000-99999', 'College', '45-64', 'Midwest', 'Approve', 'McCain'], McCain
['572', 'Democratic', 'Conservative', 'White', 'Female', 'Protestant', 'Less than 30000', 'College', '30-44', 'South', 'Disapprove', 'Obama'], Obama
['573', 'Democratic', 'Conservative', 'White', 'Female', 'Protestant', '100000-149999', 'H.S. diploma or less', '65+', 'Midwest', 'Disapprove', 'McCain'], McCain
['574', 'Independent', 'Liberal', 'Black', 'Female', 'Catholic', '30000-49999', 'Post-Grad', '65+', 'Midwest', 'Disapprove', 'Obama'], Obama
['575', 'Democratic', 'Conservative', 'White', 'Male', 'Catholic', '30000-49999', 'College', '65+', 'West', 'Disapprove', 'McCain'], McCain
['576', 'Republican', 'Conservative', 'White', 'Male', 'Catholic', '30000-49999', 'H.S. diploma or less', '30-44', 'Midwest', 'Disapprove', 'Obama'], Obama
['577', 'Republican', 'Moderate', 'White', 'Male', 'Catholic', '100000-149999', 'College', '45-64', 'West', 'Disapprove', 'McCain'], McCain
['578', 'Republican', 'Conservative', 'White', 'Male', 'Catholic', '30000-49999', 'College', '18-29', 'West', 'Disapprove', 'Obama'], Obama
['579', 'Democratic', 'Moderate', 'White', 'Male', 'Protestant', '100000-149999', 'College', '30-44', 'Northeast', 'Disapprove', 'Obama'], Obama
['580', 'Democratic', 'Moderate', 'White', 'Female', 'Other', '150000+', 'College', '18-29', 'West', 'Disapprove', 'Obama'], Obama
['581', 'Republican', 'Moderate', 'White', 'Female', 'Protestant', '100000-149999', 'College', '30-44', 'South', 'Approve', 'Obama'], Obama
['582', 'Independent', 'Moderate', 'White', 'Female', 'Protestant', '30000-49999', 'Post-Grad', '30-44', 'Midwest', 'Disapprove', 'Obama'], Obama
['583', 'Democratic', 'Conservative', 'White', 'Female', 'Protestant', '150000+', 'Post-Grad', '30-44', 'South', 'Disapprove', 'Obama'], Obama
['584', 'Democratic', 'Conservative', 'White', 'Female', 'Protestant', '30000-49999', 'College', '45-64', 'South', 'Approve', 'Obama'], Obama
['585', 'Republican', 'Conservative', 'White', 'Female', 'Protestant', 'Less than 30000', 'College', '45-64', 'Midwest', 'Disapprove', 'Obama'], Obama
['586', 'Independent', 'Conservative', 'White', 'Male', 'Protestant', '30000-49999', 'H.S. diploma or less', '65+', 'West', 'Disapprove', 'McCain'], McCain
['587', 'Independent', 'Conservative', 'Black', 'Male', 'Catholic', '75000-99999', 'College', '45-64', 'South', 'Approve', 'Obama'], Obama
['588', 'Republican', 'Moderate', 'White', 'Male', 'Protestant', '30000-49999', 'H.S. diploma or less', '65+', 'South', 'Disapprove', 'Obama'], Obama
['589', 'Republican', 'Liberal', 'White', 'Male', 'Other', '100000-149999', 'College', '30-44', 'Midwest', 'Disapprove', 'Obama'], Obama
['590', 'Independent', 'Moderate', 'White', 'Male', 'Other', '75000-99999', 'College', '18-29', 'West', 'Disapprove', 'Obama'], Obama
['591', 'Democratic', 'Moderate', 'White', 'Male', 'Other', '100000-149999', 'College', '30-44', 'Midwest', 'Approve', 'Obama'], Obama
['592', 'Democratic', 'Moderate', 'White', 'Male', 'Protestant', '30000-49999', 'Post-Grad', '30-44', 'West', 'Disapprove', 'Obama'], Obama
['593', 'Republican', 'Moderate', 'White', 'Male', 'Other', 'Less than 30000', 'College', '30-44', 'West', 'Disapprove', 'Obama'], Obama
['594', 'Democratic', 'Moderate', 'White', 'Male', 'Protestant', '30000-49999', 'H.S. diploma or less', '65+', 'Northeast', 'Disapprove', 'Obama'], Obama
['595', 'Democratic', 'Conservative', 'White', 'Female', 'Catholic', '50000-74999', 'Post-Grad', '45-64', 'Midwest', 'Disapprove', 'Obama'], Obama
['596', 'Republican', 'Liberal', 'White', 'Female', 'Protestant', '75000-99999', 'H.S. diploma or less', '65+', 'West', 'Disapprove', 'Obama'], Obama
['597', 'Independent', 'Moderate', 'Black', 'Female', 'Catholic', 'Less than 30000', 'College', '45-64', 'Northeast', 'Disapprove', 'Obama'], Obama
['598', 'Democratic', 'Liberal', 'Black', 'Female', 'Catholic', '75000-99999', 'College', '65+', 'South', 'Approve', 'Obama'], Obama
['599', 'Democratic', 'Liberal', 'White', 'Female', 'Catholic', 'Less than 30000', 'College', '18-29', 'Northeast', 'Disapprove', 'Obama'], Obama
['600', 'Republican', 'Conservative', 'White', 'Female', 'Other', '75000-99999', 'College', '18-29', 'Northeast', 'Disapprove', 'Obama'], Obama
['601', 'Republican', 'Liberal', 'White', 'Male', 'Catholic', '100000-149999', 'College', '18-29', 'South', 'Approve', 'Obama'], Obama
['602', 'Independent', 'Moderate', 'White', 'Male', 'Other', '75000-99999', 'H.S. diploma or less', '18-29', 'Midwest', 'Disapprove', 'Obama'], Obama
Total classified: 100
Total correct: 100
Total incorrect: 0
Accuracy: 1.0
Error rate: 0.0
['603', 'Independent', 'Moderate', 'White', 'Male', 'Protestant', 'Less than 30000', 'Post-Grad', '30-44', 'South', 'Approve', 'Obama'], Obama
['604', 'Democratic', 'Moderate', 'White', 'Female', 'Catholic', '100000-149999', 'College', '45-64', 'South', 'Approve', 'Obama'], Obama
['605', 'Republican', 'Moderate', 'Other', 'Male', 'Protestant', '30000-49999', 'College', '30-44', 'Midwest', 'Disapprove', 'Obama'], Obama
['606', 'Republican', 'Moderate', 'White', 'Female', 'Protestant', '30000-49999', 'H.S. diploma or less', '45-64', 'West', 'Disapprove', 'Obama'], Obama
['607', 'Independent', 'Liberal', 'Black', 'Female', 'Protestant', '30000-49999', 'H.S. diploma or less', '45-64', 'Midwest', 'Approve', 'Obama'], Obama
['608', 'Democratic', 'Conservative', 'Black', 'Female', 'Protestant', '50000-74999', 'College', '45-64', 'Midwest', 'Disapprove', 'Obama'], Obama
['609', 'Democratic', 'Conservative', 'White', 'Male', 'Protestant', '30000-49999', 'College', '30-44', 'West', 'Disapprove', 'Obama'], Obama
['610', 'Republican', 'Moderate', 'White', 'Male', 'Protestant', '50000-74999', 'College', '65+', 'Northeast', 'Disapprove', 'McCain'], McCain
['611', 'Independent', 'Conservative', 'White', 'Female', 'Catholic', '150000+', 'College', '30-44', 'West', 'Disapprove', 'Obama'], Obama
['612', 'Democratic', 'Moderate', 'White', 'Male', 'Catholic', '50000-74999', 'College', '30-44', 'Northeast', 'Disapprove', 'Obama'], Obama
['613', 'Republican', 'Moderate', 'White', 'Male', 'Catholic', '150000+', 'Post-Grad', '30-44', 'South', 'Disapprove', 'Obama'], Obama
['614', 'Republican', 'Moderate', 'White', 'Female', 'Protestant', '150000+', 'Post-Grad', '45-64', 'South', 'Approve', 'McCain'], McCain
['615', 'Independent', 'Moderate', 'White', 'Male', 'Catholic', '30000-49999', 'Post-Grad', '30-44', 'Northeast', 'Disapprove', 'Obama'], Obama
['616', 'Democratic', 'Moderate', 'White', 'Male', 'Protestant', '30000-49999', 'College', '65+', 'South', 'Disapprove', 'Obama'], Obama
['617', 'Democratic', 'Moderate', 'White', 'Male', 'Protestant', 'Less than 30000', 'College', '65+', 'Midwest', 'Disapprove', 'Obama'], Obama
['618', 'Republican', 'Liberal', 'White', 'Female', 'Protestant', '30000-49999', 'College', '45-64', 'Midwest', 'Disapprove', 'Obama'], Obama
['619', 'Independent', 'Moderate', 'Black', 'Female', 'Catholic', '30000-49999', 'College', '18-29', 'Northeast', 'Disapprove', 'Obama'], Obama
['620', 'Democratic', 'Moderate', 'White', 'Male', 'Catholic', '30000-49999', 'College', '45-64', 'South', 'Disapprove', 'Obama'], Obama
['621', 'Republican', 'Liberal', 'Black', 'Female', 'Protestant', '75000-99999', 'Post-Grad', '18-29', 'South', 'Disapprove', 'Obama'], Obama
['622', 'Republican', 'Conservative', 'White', 'Female', 'Catholic', '30000-49999', 'College', '30-44', 'Midwest', 'Disapprove', 'Obama'], Obama
['623', 'Independent', 'Liberal', 'Other', 'Female', 'Other', '100000-149999', 'Post-Grad', '30-44', 'South', 'Approve', 'Obama'], Obama
['624', 'Democratic', 'Moderate', 'White', 'Male', 'Other', '75000-99999', 'College', '30-44', 'Midwest', 'Disapprove', 'Obama'], Obama
['625', 'Republican', 'Conservative', 'White', 'Female', 'Protestant', '100000-149999', 'H.S. diploma or less', '30-44', 'West', 'Disapprove', 'Obama'], Obama
['626', 'Republican', 'Moderate', 'White', 'Male', 'Catholic', '30000-49999', 'H.S. diploma or less', '30-44', 'Northeast', 'Approve', 'Obama'], Obama
['627', 'Independent', 'Moderate', 'White', 'Female', 'Other', '100000-149999', 'Post-Grad', '45-64', 'Midwest', 'Approve', 'McCain'], McCain
['628', 'Democratic', 'Moderate', 'White', 'Male', 'Protestant', '30000-49999', 'College', '45-64', 'West', 'Approve', 'Obama'], Obama
['629', 'Republican', 'Moderate', 'White', 'Female', 'Other', '50000-74999', 'College', '65+', 'Northeast', 'Approve', 'McCain'], McCain
['630', 'Republican', 'Moderate', 'Black', 'Male', 'Protestant', '30000-49999', 'College', '45-64', 'South', 'Disapprove', 'Obama'], Obama
['631', 'Independent', 'Moderate', 'White', 'Female', 'Protestant', '50000-74999', 'College', '65+', 'West', 'Disapprove', 'McCain'], McCain
['632', 'Democratic', 'Liberal', 'White', 'Female', 'Protestant', '50000-74999', 'College', '30-44', 'Northeast', 'Approve', 'Obama'], Obama
['633', 'Democratic', 'Conservative', 'White', 'Male', 'Catholic', '150000+', 'Post-Grad', '30-44', 'South', 'Approve', 'Obama'], Obama
['634', 'Republican', 'Liberal', 'Black', 'Female', 'Catholic', '150000+', 'Post-Grad', '30-44', 'Midwest', 'Disapprove', 'Obama'], Obama
['635', 'Independent', 'Moderate', 'White', 'Male', 'Catholic', '150000+', 'College', '30-44', 'Northeast', 'Disapprove', 'Obama'], Obama
['636', 'Democratic', 'Moderate', 'White', 'Female', 'Protestant', '30000-49999', 'H.S. diploma or less', '30-44', 'South', 'Approve', 'Obama'], Obama
['637', 'Republican', 'Moderate', 'White', 'Male', 'Catholic', '75000-99999', 'College', '65+', 'Midwest', 'Disapprove', 'McCain'], McCain
['638', 'Republican', 'Moderate', 'White', 'Male', 'Protestant', 'Less than 30000', 'Post-Grad', '45-64', 'Midwest', 'Disapprove', 'Obama'], Obama
['639', 'Independent', 'Moderate', 'White', 'Female', 'Protestant', '30000-49999', 'Post-Grad', '45-64', 'South', 'Disapprove', 'Obama'], Obama
['640', 'Democratic', 'Moderate', 'White', 'Female', 'Other', '30000-49999', 'Post-Grad', '45-64', 'Midwest', 'Disapprove', 'Obama'], Obama
['641', 'Republican', 'Moderate', 'White', 'Female', 'Protestant', '30000-49999', 'College', '45-64', 'West', 'Disapprove', 'Obama'], Obama
['642', 'Independent', 'Moderate', 'White', 'Male', 'Protestant', '30000-49999', 'Post-Grad', '30-44', 'Northeast', 'Disapprove', 'Obama'], Obama
['643', 'Democratic', 'Conservative', 'Other', 'Female', 'Protestant', '50000-74999', 'College', '45-64', 'Midwest', 'Approve', 'Obama'], Obama
['644', 'Democratic', 'Moderate', 'White', 'Female', 'Catholic', '150000+', 'College', '18-29', 'West', 'Disapprove', 'Obama'], Obama
['645', 'Republican', 'Liberal', 'Other', 'Female', 'Catholic', '50000-74999', 'College', '18-29', 'Northeast', 'Approve', 'Obama'], Obama
['646', 'Independent', 'Liberal', 'White', 'Female', 'Catholic', '150000+', 'Post-Grad', '45-64', 'South', 'Approve', 'McCain'], McCain
['647', 'Independent', 'Conservative', 'White', 'Male', 'Protestant', '100000-149999', 'College', '45-64', 'Northeast', 'Disapprove', 'Obama'], Obama
['648', 'Democratic', 'Conservative', 'White', 'Female', 'Protestant', '150000+', 'Post-Grad', '30-44', 'Northeast', 'Approve', 'Obama'], Obama
['649', 'Democratic', 'Moderate', 'White', 'Female', 'Protestant', '30000-49999', 'Post-Grad', '45-64', 'South', 'Disapprove', 'Obama'], Obama
['650', 'Republican', 'Moderate', 'White', 'Male', 'Protestant', 'Less than 30000', 'H.S. diploma or less', '30-44', 'South', 'Disapprove', 'Obama'], Obama
['651', 'Democratic', 'Moderate', 'White', 'Male', 'Protestant', '50000-74999', 'College', '45-64', 'Northeast', 'Disapprove', 'Obama'], Obama
['652', 'Independent', 'Conservative', 'White', 'Male', 'Protestant', '50000-74999', 'College', '30-44', 'Northeast', 'Disapprove', 'Obama'], Obama
['653', 'Republican', 'Moderate', 'White', 'Male', 'Protestant', '50000-74999', 'College', '65+', 'South', 'Disapprove', 'McCain'], McCain
['654', 'Independent', 'Liberal', 'Other', 'Male', 'Protestant', '75000-99999', 'H.S. diploma or less', '65+', 'Midwest', 'Disapprove', 'Obama'], Obama
['655', 'Independent', 'Liberal', 'White', 'Female', 'Protestant', '50000-74999', 'Post-Grad', '45-64', 'South', 'Disapprove', 'Obama'], Obama
['656', 'Democratic', 'Conservative', 'Black', 'Female', 'Protestant', 'Less than 30000', 'College', '30-44', 'South', 'Disapprove', 'Obama'], Obama
['657', 'Republican', 'Moderate', 'White', 'Female', 'Protestant', 'Less than 30000', 'College', '65+', 'Midwest', 'Disapprove', 'Obama'], Obama
['658', 'Independent', 'Moderate', 'White', 'Female', 'Other', '75000-99999', 'College', '30-44', 'West', 'Approve', 'Obama'], Obama
['659', 'Democratic', 'Moderate', 'White', 'Female', 'Catholic', '150000+', 'College', '30-44', 'Midwest', 'Approve', 'Obama'], Obama
['660', 'Independent', 'Moderate', 'White', 'Female', 'Protestant', '150000+', 'H.S. diploma or less', '18-29', 'West', 'Disapprove', 'Obama'], Obama
['661', 'Democratic', 'Moderate', 'White', 'Female', 'Protestant', '30000-49999', 'College', '30-44', 'West', 'Approve', 'Obama'], Obama
['662', 'Republican', 'Moderate', 'White', 'Female', 'Catholic', '30000-49999', 'College', '30-44', 'Northeast', 'Disapprove', 'Obama'], Obama
['663', 'Republican', 'Conservative', 'White', 'Male', 'Protestant', '30000-49999', 'College', '45-64', 'West', 'Disapprove', 'Obama'], Obama
['664', 'Independent', 'Moderate', 'White', 'Female', 'Protestant', '50000-74999', 'Post-Grad', '18-29', 'West', 'Approve', 'Obama'], Obama
['665', 'Democratic', 'Liberal', 'White', 'Male', 'Protestant', '50000-74999', 'College', '30-44', 'Northeast', 'Approve', 'Obama'], Obama
['666', 'Republican', 'Moderate', 'Other', 'Male', 'Catholic', '50000-74999', 'H.S. diploma or less', '30-44', 'South', 'Disapprove', 'Obama'], Obama
['667', 'Republican', 'Liberal', 'Other', 'Female', 'Protestant', 'Less than 30000', 'Post-Grad', '45-64', 'Northeast', 'Disapprove', 'Obama'], Obama
['668', 'Republican', 'Moderate', 'Black', 'Male', 'Catholic', '75000-99999', 'H.S. diploma or less', '30-44', 'South', 'Approve', 'Obama'], Obama
['669', 'Independent', 'Moderate', 'White', 'Female', 'Catholic', 'Less than 30000', 'College', '45-64', 'South', 'Disapprove', 'Obama'], Obama
['670', 'Democratic', 'Liberal', 'Black', 'Male', 'Protestant', '30000-49999', 'College', '45-64', 'Midwest', 'Disapprove', 'Obama'], Obama
['671', 'Republican', 'Moderate', 'White', 'Male', 'Protestant', '30000-49999', 'College', '45-64', 'South', 'Disapprove', 'Obama'], Obama
['672', 'Republican', 'Moderate', 'White', 'Female', 'Other', '30000-49999', 'Post-Grad', '30-44', 'South', 'Disapprove', 'Obama'], Obama
['673', 'Democratic', 'Moderate', 'White', 'Male', 'Catholic', '30000-49999', 'College', '45-64', 'South', 'Disapprove', 'Obama'], Obama
['674', 'Republican', 'Conservative', 'White', 'Female', 'Protestant', '30000-49999', 'H.S. diploma or less', '18-29', 'Midwest', 'Disapprove', 'Obama'], Obama
['675', 'Independent', 'Moderate', 'White', 'Female', 'Protestant', '100000-149999', 'College', '45-64', 'West', 'Approve', 'McCain'], McCain
['676', 'Independent', 'Conservative', 'White', 'Male', 'Protestant', '50000-74999', 'College', '65+', 'South', 'Disapprove', 'McCain'], McCain
['677', 'Democratic', 'Liberal', 'Other', 'Male', 'Protestant', '100000-149999', 'College', '30-44', 'Midwest', 'Disapprove', 'Obama'], Obama
['678', 'Democratic', 'Liberal', 'Other', 'Male', 'Protestant', '50000-74999', 'H.S. diploma or less', '30-44', 'West', 'Approve', 'Obama'], Obama
['679', 'Democratic', 'Liberal', 'White', 'Female', 'Protestant', '75000-99999', 'Post-Grad', '30-44', 'Northeast', 'Disapprove', 'Obama'], Obama
['680', 'Democratic', 'Moderate', 'White', 'Male', 'Protestant', 'Less than 30000', 'Post-Grad', '30-44', 'West', 'Approve', 'Obama'], Obama
['681', 'Independent', 'Moderate', 'White', 'Male', 'Catholic', 'Less than 30000', 'College', '30-44', 'South', 'Approve', 'Obama'], Obama
['682', 'Republican', 'Moderate', 'White', 'Female', 'Catholic', 'Less than 30000', 'College', '65+', 'South', 'Disapprove', 'Obama'], Obama
['683', 'Democratic', 'Moderate', 'White', 'Female', 'Protestant', '30000-49999', 'College', '45-64', 'West', 'Disapprove', 'Obama'], Obama
['684', 'Republican', 'Moderate', 'White', 'Female', 'Catholic', '30000-49999', 'College', '65+', 'Northeast', 'Disapprove', 'Obama'], Obama
['685', 'Independent', 'Conservative', 'White', 'Male', 'Protestant', '50000-74999', 'College', '30-44', 'South', 'Approve', 'Obama'], Obama
['686', 'Democratic', 'Moderate', 'White', 'Male', 'Protestant', '30000-49999', 'College', '45-64', 'Northeast', 'Disapprove', 'Obama'], Obama
['687', 'Republican', 'Conservative', 'White', 'Male', 'Protestant', '50000-74999', 'College', '18-29', 'South', 'Disapprove', 'Obama'], Obama
['688', 'Republican', 'Liberal', 'Black', 'Male', 'Protestant', '150000+', 'College', '18-29', 'Northeast', 'Disapprove', 'Obama'], Obama
['689', 'Independent', 'Liberal', 'White', 'Male', 'Protestant', '100000-149999', 'Post-Grad', '18-29', 'South', 'Disapprove', 'Obama'], Obama
['690', 'Democratic', 'Liberal', 'White', 'Male', 'Protestant', '100000-149999', 'College', '30-44', 'South', 'Disapprove', 'Obama'], Obama
['691', 'Republican', 'Conservative', 'White', 'Female', 'Catholic', '100000-149999', 'Post-Grad', '30-44', 'Midwest', 'Disapprove', 'Obama'], Obama
['692', 'Republican', 'Liberal', 'Other', 'Female', 'Protestant', '30000-49999', 'College', '45-64', 'South', 'Approve', 'McCain'], McCain
['693', 'Democratic', 'Liberal', 'White', 'Female', 'Protestant', '50000-74999', 'Post-Grad', '45-64', 'South', 'Disapprove', 'Obama'], Obama
['694', 'Democratic', 'Liberal', 'White', 'Female', 'Catholic', '30000-49999', 'College', '45-64', 'Northeast', 'Disapprove', 'Obama'], Obama
['695', 'Democratic', 'Moderate', 'White', 'Female', 'Catholic', '50000-74999', 'College', '45-64', 'West', 'Approve', 'Obama'], Obama
['696', 'Republican', 'Conservative', 'White', 'Female', 'Catholic', '50000-74999', 'College', '18-29', 'West', 'Disapprove', 'Obama'], Obama
['697', 'Republican', 'Moderate', 'White', 'Female', 'Protestant', '50000-74999', 'College', '18-29', 'Northeast', 'Disapprove', 'Obama'], Obama
['698', 'Democratic', 'Conservative', 'White', 'Female', 'Catholic', '150000+', 'College', '18-29', 'West', 'Disapprove', 'Obama'], Obama
['699', 'Republican', 'Conservative', 'White', 'Female', 'Protestant', '75000-99999', 'Post-Grad', '30-44', 'West', 'Approve', 'Obama'], Obama
['700', 'Democratic', 'Conservative', 'White', 'Female', 'Protestant', '75000-99999', 'H.S. diploma or less', '18-29', 'Northeast', 'Disapprove', 'Obama'], Obama
['701', 'Republican', 'Conservative', 'Other', 'Male', 'Protestant', '75000-99999', 'H.S. diploma or less', '45-64', 'South', 'Disapprove', 'Obama'], Obama
['702', 'Independent', 'Liberal', 'White', 'Female', 'Protestant', 'Less than 30000', 'H.S. diploma or less', '45-64', 'Midwest', 'Disapprove', 'Obama'], Obama
Total classified: 100
Total correct: 100
Total incorrect: 0
Accuracy: 1.0
Error rate: 0.0
['703', 'Democratic', 'Liberal', 'Black', 'Male', 'Catholic', 'Less than 30000', 'College', '45-64', 'South', 'Disapprove', 'Obama'], Obama
['704', 'Democratic', 'Liberal', 'White', 'Male', 'Catholic', '100000-149999', 'College', '18-29', 'South', 'Disapprove', 'Obama'], Obama
['705', 'Democratic', 'Liberal', 'White', 'Male', 'Catholic', '30000-49999', 'College', '45-64', 'Midwest', 'Disapprove', 'Obama'], Obama
['706', 'Democratic', 'Moderate', 'White', 'Male', 'Catholic', '30000-49999', 'College', '45-64', 'West', 'Disapprove', 'Obama'], Obama
['707', 'Republican', 'Conservative', 'White', 'Female', 'Catholic', '30000-49999', 'College', '45-64', 'Midwest', 'Disapprove', 'Obama'], Obama
['708', 'Independent', 'Moderate', 'White', 'Female', 'Protestant', '100000-149999', 'College', '18-29', 'Midwest', 'Disapprove', 'Obama'], Obama
['709', 'Democratic', 'Conservative', 'White', 'Female', 'Other', '30000-49999', 'H.S. diploma or less', '30-44', 'West', 'Disapprove', 'Obama'], Obama
['710', 'Democratic', 'Conservative', 'White', 'Female', 'Protestant', '150000+', 'Post-Grad', '30-44', 'Northeast', 'Approve', 'Obama'], Obama
['711', 'Republican', 'Conservative', 'White', 'Male', 'Protestant', '100000-149999', 'Post-Grad', '30-44', 'Midwest', 'Approve', 'Obama'], Obama
['712', 'Independent', 'Liberal', 'White', 'Male', 'Protestant', '150000+', 'Post-Grad', '30-44', 'West', 'Disapprove', 'Obama'], Obama
['713', 'Democratic', 'Conservative', 'White', 'Male', 'Protestant', '30000-49999', 'College', '45-64', 'Northeast', 'Approve', 'Obama'], Obama
['714', 'Independent', 'Conservative', 'White', 'Male', 'Catholic', '150000+', 'College', '45-64', 'Northeast', 'Disapprove', 'Obama'], Obama
['715', 'Democratic', 'Moderate', 'White', 'Male', 'Protestant', '30000-49999', 'College', '45-64', 'Northeast', 'Approve', 'Obama'], Obama
['716', 'Democratic', 'Liberal', 'White', 'Male', 'Catholic', '30000-49999', 'College', '18-29', 'Midwest', 'Disapprove', 'Obama'], Obama
['717', 'Independent', 'Moderate', 'Black', 'Female', 'Catholic', '30000-49999', 'College', '45-64', 'West', 'Approve', 'Obama'], Obama
['718', 'Independent', 'Moderate', 'White', 'Male', 'Catholic', '100000-149999', 'College', '18-29', 'Northeast', 'Approve', 'Obama'], Obama
['719', 'Democratic', 'Moderate', 'White', 'Male', 'Catholic', '30000-49999', 'H.S. diploma or less', '18-29', 'South', 'Disapprove', 'Obama'], Obama
['720', 'Republican', 'Moderate', 'White', 'Female', 'Catholic', '75000-99999', 'Post-Grad', '18-29', 'West', 'Disapprove', 'Obama'], Obama
['721', 'Independent', 'Moderate', 'White', 'Female', 'Other', '50000-74999', 'H.S. diploma or less', '45-64', 'Northeast', 'Disapprove', 'Obama'], Obama
['722', 'Democratic', 'Moderate', 'Other', 'Female', 'Protestant', '75000-99999', 'Post-Grad', '45-64', 'South', 'Disapprove', 'Obama'], Obama
['723', 'Independent', 'Liberal', 'Other', 'Female', 'Protestant', 'Less than 30000', 'H.S. diploma or less', '65+', 'Midwest', 'Disapprove', 'Obama'], Obama
['724', 'Democratic', 'Liberal', 'Other', 'Female', 'Protestant', '100000-149999', 'College', '45-64', 'Northeast', 'Disapprove', 'Obama'], Obama
['725', 'Democratic', 'Liberal', 'Other', 'Female', 'Catholic', 'Less than 30000', 'H.S. diploma or less', '65+', 'South', 'Disapprove', 'Obama'], Obama
['726', 'Republican', 'Liberal', 'Black', 'Male', 'Protestant', '30000-49999', 'College', '65+', 'Midwest', 'Approve', 'Obama'], Obama
['727', 'Independent', 'Moderate', 'White', 'Male', 'Catholic', '30000-49999', 'College', '65+', 'West', 'Approve', 'Obama'], Obama
['728', 'Democratic', 'Moderate', 'Other', 'Male', 'Catholic', '50000-74999', 'College', '65+', 'Midwest', 'Disapprove', 'Obama'], Obama
['729', 'Democratic', 'Moderate', 'White', 'Female', 'Catholic', '30000-49999', 'College', '30-44', 'Midwest', 'Disapprove', 'Obama'], Obama
['730', 'Republican', 'Moderate', 'White', 'Male', 'Other', '50000-74999', 'Post-Grad', '30-44', 'West', 'Approve', 'Obama'], Obama
['731', 'Republican', 'Moderate', 'White', 'Male', 'Other', '150000+', 'H.S. diploma or less', '30-44', 'Northeast', 'Disapprove', 'Obama'], Obama
['732', 'Independent', 'Conservative', 'White', 'Female', 'Protestant', '100000-149999', 'Post-Grad', '45-64', 'West', 'Approve', 'McCain'], McCain
['733', 'Democratic', 'Moderate', 'White', 'Female', 'Protestant', '150000+', 'H.S. diploma or less', '45-64', 'Northeast', 'Approve', 'Obama'], Obama
['734', 'Democratic', 'Conservative', 'White', 'Female', 'Protestant', '100000-149999', 'Post-Grad', '18-29', 'Northeast', 'Disapprove', 'Obama'], Obama
['735', 'Democratic', 'Conservative', 'White', 'Male', 'Protestant', 'Less than 30000', 'College', '45-64', 'South', 'Disapprove', 'Obama'], Obama
['736', 'Independent', 'Conservative', 'White', 'Female', 'Protestant', '30000-49999', 'College', '18-29', 'Northeast', 'Approve', 'Obama'], Obama
['737', 'Republican', 'Conservative', 'White', 'Female', 'Protestant', '30000-49999', 'College', '18-29', 'South', 'Disapprove', 'Obama'], Obama
['738', 'Democratic', 'Conservative', 'White', 'Male', 'Protestant', '50000-74999', 'Post-Grad', '18-29', 'South', 'Disapprove', 'Obama'], Obama
['739', 'Republican', 'Liberal', 'Black', 'Male', 'Catholic', 'Less than 30000', 'College', '30-44', 'Midwest', 'Disapprove', 'Obama'], Obama
['740', 'Democratic', 'Moderate', 'White', 'Male', 'Protestant', '30000-49999', 'H.S. diploma or less', '30-44', 'South', 'Disapprove', 'Obama'], Obama
